section,gender,type,count
131218001,M,reformed,178.0
131218001,M,children_under_10,45.0
131218001,M,undemployed,74.0
131218001,H,worker_1st_sector,0.0
131218001,H,worker_2nd_sector,63.0
131218001,H,worker_3rd_sector,179.0
131218001,H,autonomous_or_employer,32.0
131218001,H,students_age_10_14,11.0
131218001,H,students_age_15_19,12.0
131218001,H,students_age_20_24,15.0
131218001,H,housestay,0.0
131218001,H,reformed,158.0
131218001,H,children_under_10,50.0
131218001,H,undemployed,68.0
131218007,M,worker_1st_sector,1.0
131218007,M,worker_2nd_sector,27.0
131218007,M,worker_3rd_sector,273.0
131218007,M,autonomous_or_employer,25.0
131218007,M,students_age_10_14,14.0
131218007,M,students_age_15_19,17.0
131218007,M,students_age_20_24,18.0
131218007,M,housestay,14.0
131218007,M,reformed,129.0
131218007,M,children_under_10,39.0
131218007,M,undemployed,55.0
131218007,H,worker_1st_sector,2.0
131218007,H,worker_2nd_sector,37.0
131218007,H,worker_3rd_sector,220.0
131218007,H,autonomous_or_employer,9.0
131218007,H,students_age_10_14,10.0
131218007,H,students_age_15_19,21.0
131218007,H,students_age_20_24,29.0
131218007,H,housestay,3.0
131218007,H,reformed,66.0
131218007,H,children_under_10,35.0
131218007,H,undemployed,40.0
131218006,M,worker_1st_sector,2.0
131218006,M,worker_2nd_sector,18.0
131218006,M,worker_3rd_sector,239.0
131218006,M,autonomous_or_employer,40.0
131218006,M,students_age_10_14,8.0
131218006,M,students_age_15_19,9.0
131218006,M,students_age_20_24,11.0
131218006,M,housestay,33.0
131218006,M,reformed,184.0
131218006,M,children_under_10,56.0
131218006,M,undemployed,80.0
131218006,H,worker_1st_sector,0.0
131218006,H,worker_2nd_sector,51.0
131218006,H,worker_3rd_sector,178.0
131218006,H,autonomous_or_employer,26.0
131218006,H,students_age_10_14,12.0
131218006,H,students_age_15_19,11.0
131218006,H,students_age_20_24,10.0
131218006,H,housestay,2.0
131218006,H,reformed,129.0
131218006,H,children_under_10,41.0
131218006,H,undemployed,76.0
131211021,M,worker_1st_sector,1.0
131211021,M,worker_2nd_sector,28.0
131211021,M,worker_3rd_sector,320.0
131211021,M,autonomous_or_employer,27.0
131211021,M,students_age_10_14,21.0
131211021,M,students_age_15_19,22.0
131211021,M,students_age_20_24,26.0
131211021,M,housestay,40.0
131211021,M,reformed,162.0
131211021,M,children_under_10,50.0
131211021,M,undemployed,89.0
131211021,H,worker_1st_sector,4.0
131211021,H,worker_2nd_sector,55.0
131211021,H,worker_3rd_sector,234.0
131211021,H,autonomous_or_employer,20.0
131211021,H,students_age_10_14,17.0
131211021,H,students_age_15_19,37.0
131211021,H,students_age_20_24,31.0
131211021,H,housestay,3.0
131211021,H,reformed,107.0
131211021,H,children_under_10,70.0
131211021,H,undemployed,69.0
131217013,M,worker_1st_sector,0.0
131217013,M,worker_2nd_sector,14.0
131217013,M,worker_3rd_sector,206.0
131217013,M,autonomous_or_employer,29.0
131217013,M,students_age_10_14,4.0
131217013,M,students_age_15_19,8.0
131217013,M,students_age_20_24,11.0
131217013,M,housestay,19.0
131217013,M,reformed,116.0
131217013,M,children_under_10,33.0
131217013,M,undemployed,54.0
131217013,H,worker_1st_sector,2.0
131217013,H,worker_2nd_sector,38.0
131217013,H,worker_3rd_sector,158.0
131217013,H,autonomous_or_employer,22.0
131217013,H,students_age_10_14,3.0
131217013,H,students_age_15_19,4.0
131217013,H,students_age_20_24,10.0
131217013,H,housestay,2.0
131217013,H,reformed,72.0
131217013,H,children_under_10,19.0
131217013,H,undemployed,99.0
131210034,M,worker_1st_sector,0.0
131210034,M,worker_2nd_sector,18.0
131210034,M,worker_3rd_sector,195.0
131210034,M,autonomous_or_employer,27.0
131210034,M,students_age_10_14,7.0
131210034,M,students_age_15_19,10.0
131210034,M,students_age_20_24,18.0
131210034,M,housestay,31.0
131210034,M,reformed,207.0
131210034,M,children_under_10,29.0
131210034,M,undemployed,92.0
131210034,H,worker_1st_sector,2.0
131210034,H,worker_2nd_sector,69.0
131210034,H,worker_3rd_sector,156.0
131210034,H,autonomous_or_employer,27.0
131210034,H,students_age_10_14,7.0
131210034,H,students_age_15_19,11.0
131210034,H,students_age_20_24,11.0
131210034,H,housestay,0.0
131210034,H,reformed,140.0
131210034,H,children_under_10,27.0
131210034,H,undemployed,54.0
131218018,M,worker_1st_sector,4.0
131218018,M,worker_2nd_sector,36.0
131218018,M,worker_3rd_sector,253.0
131218018,M,autonomous_or_employer,17.0
131218018,M,students_age_10_14,20.0
131218018,M,students_age_15_19,18.0
131218018,M,students_age_20_24,18.0
131218018,M,housestay,31.0
131218018,M,reformed,162.0
131218018,M,children_under_10,74.0
131218018,M,undemployed,95.0
131218018,H,worker_1st_sector,9.0
131218018,H,worker_2nd_sector,53.0
131218018,H,worker_3rd_sector,235.0
131218018,H,autonomous_or_employer,12.0
131218018,H,students_age_10_14,23.0
131218018,H,students_age_15_19,27.0
131218018,H,students_age_20_24,23.0
131218018,H,housestay,3.0
131218018,H,reformed,109.0
131218018,H,children_under_10,65.0
131218018,H,undemployed,76.0
131211018,M,worker_1st_sector,0.0
131211018,M,worker_2nd_sector,12.0
131211018,M,worker_3rd_sector,190.0
131211018,M,autonomous_or_employer,43.0
131211018,M,students_age_10_14,14.0
131211018,M,students_age_15_19,13.0
131211018,M,students_age_20_24,15.0
131211018,M,housestay,40.0
131211018,M,reformed,201.0
131211018,M,children_under_10,48.0
131211018,M,undemployed,161.0
131211018,H,worker_1st_sector,2.0
131211018,H,worker_2nd_sector,52.0
131211018,H,worker_3rd_sector,163.0
131211018,H,autonomous_or_employer,41.0
131211018,H,students_age_10_14,12.0
131211018,H,students_age_15_19,17.0
131211018,H,students_age_20_24,14.0
131211018,H,housestay,2.0
131211018,H,reformed,123.0
131211018,H,children_under_10,47.0
131211018,H,undemployed,148.0
131210014,M,worker_1st_sector,0.0
131210014,M,worker_2nd_sector,7.0
131210014,M,worker_3rd_sector,121.0
131210014,M,autonomous_or_employer,19.0
131210014,M,students_age_10_14,4.0
131210014,M,students_age_15_19,7.0
131210014,M,students_age_20_24,12.0
131210014,M,housestay,11.0
131210014,M,reformed,103.0
131210014,M,children_under_10,18.0
131210014,M,undemployed,28.0
131210014,H,worker_1st_sector,0.0
131210014,H,worker_2nd_sector,18.0
131210014,H,worker_3rd_sector,92.0
131210014,H,autonomous_or_employer,18.0
131210014,H,students_age_10_14,5.0
131210014,H,students_age_15_19,4.0
131210014,H,students_age_20_24,9.0
131210014,H,housestay,0.0
131210014,H,reformed,64.0
131210014,H,children_under_10,21.0
131210014,H,undemployed,36.0
131202008,M,worker_1st_sector,2.0
131202008,M,worker_2nd_sector,11.0
131202008,M,worker_3rd_sector,187.0
131202008,M,autonomous_or_employer,35.0
131202008,M,students_age_10_14,8.0
131202008,M,students_age_15_19,13.0
131202008,M,students_age_20_24,15.0
131202008,M,housestay,16.0
131202008,M,reformed,120.0
131202008,M,children_under_10,26.0
131202008,M,undemployed,38.0
131202008,H,worker_1st_sector,1.0
131202008,H,worker_2nd_sector,31.0
131202008,H,worker_3rd_sector,156.0
131202008,H,autonomous_or_employer,23.0
131202008,H,students_age_10_14,9.0
131202008,H,students_age_15_19,8.0
131202008,H,students_age_20_24,12.0
131202008,H,housestay,4.0
131202008,H,reformed,66.0
131202008,H,children_under_10,23.0
131202008,H,undemployed,46.0
131210047,M,worker_1st_sector,1.0
131210047,M,worker_2nd_sector,12.0
131210047,M,worker_3rd_sector,158.0
131210047,M,autonomous_or_employer,28.0
131210047,M,students_age_10_14,7.0
131210047,M,students_age_15_19,13.0
131210047,M,students_age_20_24,15.0
131210047,M,housestay,20.0
131210047,M,reformed,223.0
131210047,M,children_under_10,25.0
131210047,M,undemployed,75.0
131210047,H,worker_1st_sector,3.0
131210047,H,worker_2nd_sector,27.0
131210047,H,worker_3rd_sector,127.0
131210047,H,autonomous_or_employer,29.0
131210047,H,students_age_10_14,8.0
131210047,H,students_age_15_19,6.0
131210047,H,students_age_20_24,16.0
131210047,H,housestay,1.0
131210047,H,reformed,155.0
131210047,H,children_under_10,25.0
131210047,H,undemployed,72.0
131210025,M,worker_1st_sector,0.0
131210025,M,worker_2nd_sector,10.0
131210025,M,worker_3rd_sector,115.0
131210025,M,autonomous_or_employer,12.0
131210025,M,students_age_10_14,6.0
131210025,M,students_age_15_19,7.0
131210025,M,students_age_20_24,29.0
131210025,M,housestay,6.0
131210025,M,reformed,91.0
131210025,M,children_under_10,11.0
131210025,M,undemployed,26.0
131210025,H,worker_1st_sector,0.0
131210025,H,worker_2nd_sector,17.0
131210025,H,worker_3rd_sector,113.0
131210025,H,autonomous_or_employer,11.0
131210025,H,students_age_10_14,5.0
131210025,H,students_age_15_19,9.0
131210025,H,students_age_20_24,34.0
131210025,H,housestay,1.0
131210025,H,reformed,47.0
131210025,H,children_under_10,16.0
131210025,H,undemployed,19.0
131217001,M,worker_1st_sector,0.0
131217001,M,worker_2nd_sector,6.0
131217001,M,worker_3rd_sector,72.0
131217001,M,autonomous_or_employer,12.0
131217001,M,students_age_10_14,2.0
131217001,M,students_age_15_19,1.0
131217001,M,students_age_20_24,4.0
131217001,M,housestay,6.0
131217001,M,reformed,133.0
131217001,M,children_under_10,8.0
131217001,M,undemployed,23.0
131217001,H,worker_1st_sector,0.0
131217001,H,worker_2nd_sector,15.0
131217001,H,worker_3rd_sector,67.0
131217001,H,autonomous_or_employer,19.0
131217001,H,students_age_10_14,1.0
131217001,H,students_age_15_19,3.0
131217001,H,students_age_20_24,5.0
131217001,H,housestay,0.0
131217001,H,reformed,56.0
131217001,H,children_under_10,11.0
131217001,H,undemployed,18.0
131217027,M,worker_1st_sector,0.0
131217027,M,worker_2nd_sector,6.0
131217027,M,worker_3rd_sector,92.0
131217027,M,autonomous_or_employer,10.0
131217027,M,students_age_10_14,1.0
131217027,M,students_age_15_19,3.0
131217027,M,students_age_20_24,7.0
131217027,M,housestay,6.0
131217027,M,reformed,46.0
131217027,M,children_under_10,5.0
131217027,M,undemployed,23.0
131217027,H,worker_1st_sector,1.0
131217027,H,worker_2nd_sector,12.0
131217027,H,worker_3rd_sector,86.0
131217027,H,autonomous_or_employer,12.0
131217027,H,students_age_10_14,1.0
131217027,H,students_age_15_19,3.0
131217027,H,students_age_20_24,3.0
131217027,H,housestay,0.0
131217027,H,reformed,33.0
131217027,H,children_under_10,9.0
131217027,H,undemployed,19.0
131217047,M,worker_1st_sector,0.0
131217047,M,worker_2nd_sector,7.0
131217047,M,worker_3rd_sector,41.0
131217047,M,autonomous_or_employer,7.0
131217047,M,students_age_10_14,2.0
131217047,M,students_age_15_19,1.0
131217047,M,students_age_20_24,1.0
131217047,M,housestay,5.0
131217047,M,reformed,42.0
131217047,M,children_under_10,12.0
131217047,M,undemployed,24.0
131217047,H,worker_1st_sector,0.0
131217047,H,worker_2nd_sector,12.0
131217047,H,worker_3rd_sector,45.0
131217047,H,autonomous_or_employer,6.0
131217047,H,students_age_10_14,1.0
131217047,H,students_age_15_19,0.0
131217047,H,students_age_20_24,1.0
131217047,H,housestay,0.0
131217047,H,reformed,31.0
131217047,H,children_under_10,4.0
131217047,H,undemployed,17.0
131217014,M,worker_1st_sector,1.0
131217014,M,worker_2nd_sector,4.0
131217014,M,worker_3rd_sector,55.0
131217014,M,autonomous_or_employer,17.0
131217014,M,students_age_10_14,3.0
131217014,M,students_age_15_19,3.0
131217014,M,students_age_20_24,5.0
131217014,M,housestay,17.0
131217014,M,reformed,127.0
131217014,M,children_under_10,15.0
131217014,M,undemployed,34.0
131217014,H,worker_1st_sector,4.0
131217014,H,worker_2nd_sector,20.0
131217014,H,worker_3rd_sector,104.0
131217014,H,autonomous_or_employer,28.0
131217014,H,students_age_10_14,2.0
131217014,H,students_age_15_19,2.0
131217014,H,students_age_20_24,5.0
131217014,H,housestay,0.0
131217014,H,reformed,65.0
131217014,H,children_under_10,14.0
131217014,H,undemployed,56.0
131202005,M,worker_1st_sector,0.0
131202005,M,worker_2nd_sector,18.0
131202005,M,worker_3rd_sector,207.0
131202005,M,autonomous_or_employer,29.0
131202005,M,students_age_10_14,7.0
131202005,M,students_age_15_19,6.0
131202005,M,students_age_20_24,10.0
131202005,M,housestay,18.0
131202005,M,reformed,140.0
131202005,M,children_under_10,25.0
131202005,M,undemployed,56.0
131202005,H,worker_1st_sector,1.0
131202005,H,worker_2nd_sector,51.0
131202005,H,worker_3rd_sector,147.0
131202005,H,autonomous_or_employer,33.0
131202005,H,students_age_10_14,8.0
131202005,H,students_age_15_19,4.0
131202005,H,students_age_20_24,11.0
131202005,H,housestay,2.0
131202005,H,reformed,80.0
131202005,H,children_under_10,36.0
131202005,H,undemployed,52.0
131217018,M,worker_1st_sector,0.0
131217018,M,worker_2nd_sector,6.0
131217018,M,worker_3rd_sector,112.0
131217018,M,autonomous_or_employer,17.0
131217018,M,students_age_10_14,6.0
131217018,M,students_age_15_19,2.0
131217018,M,students_age_20_24,8.0
131217018,M,housestay,14.0
131217018,M,reformed,81.0
131217018,M,children_under_10,18.0
131217018,M,undemployed,46.0
131217018,H,worker_1st_sector,2.0
131217018,H,worker_2nd_sector,17.0
131217018,H,worker_3rd_sector,84.0
131217018,H,autonomous_or_employer,18.0
131217018,H,students_age_10_14,6.0
131217018,H,students_age_15_19,7.0
131217018,H,students_age_20_24,9.0
131217018,H,housestay,0.0
131217018,H,reformed,53.0
131217018,H,children_under_10,15.0
131217018,H,undemployed,36.0
131217023,M,worker_1st_sector,0.0
131217023,M,worker_2nd_sector,24.0
131217023,M,worker_3rd_sector,207.0
131217023,M,autonomous_or_employer,22.0
131217023,M,students_age_10_14,12.0
131217023,M,students_age_15_19,10.0
131217023,M,students_age_20_24,9.0
131217023,M,housestay,25.0
131217023,M,reformed,236.0
131217023,M,children_under_10,35.0
131217023,M,undemployed,56.0
131217023,H,worker_1st_sector,2.0
131217023,H,worker_2nd_sector,37.0
131217023,H,worker_3rd_sector,186.0
131217023,H,autonomous_or_employer,14.0
131217023,H,students_age_10_14,13.0
131217023,H,students_age_15_19,15.0
131217023,H,students_age_20_24,12.0
131217023,H,housestay,3.0
131217023,H,reformed,140.0
131217023,H,children_under_10,38.0
131217023,H,undemployed,62.0
131210023,M,worker_1st_sector,0.0
131210023,M,worker_2nd_sector,21.0
131210023,M,worker_3rd_sector,225.0
131210023,M,autonomous_or_employer,50.0
131210023,M,students_age_10_14,8.0
131210023,M,students_age_15_19,6.0
131210023,M,students_age_20_24,9.0
131210023,M,housestay,19.0
131210023,M,reformed,184.0
131210023,M,children_under_10,47.0
131210023,M,undemployed,89.0
131210023,H,worker_1st_sector,0.0
131210023,H,worker_2nd_sector,53.0
131210023,H,worker_3rd_sector,191.0
131210023,H,autonomous_or_employer,37.0
131210023,H,students_age_10_14,9.0
131210023,H,students_age_15_19,8.0
131210023,H,students_age_20_24,10.0
131210023,H,housestay,1.0
131210023,H,reformed,111.0
131210023,H,children_under_10,60.0
131210023,H,undemployed,81.0
131203001,M,worker_1st_sector,1.0
131203001,M,worker_2nd_sector,11.0
131203001,M,worker_3rd_sector,164.0
131203001,M,autonomous_or_employer,55.0
131203001,M,students_age_10_14,12.0
131203001,M,students_age_15_19,13.0
131203001,M,students_age_20_24,20.0
131203001,M,housestay,40.0
131203001,M,reformed,163.0
131203001,M,children_under_10,67.0
131203001,M,undemployed,140.0
131203001,H,worker_1st_sector,2.0
131203001,H,worker_2nd_sector,49.0
131203001,H,worker_3rd_sector,128.0
131203001,H,autonomous_or_employer,54.0
131203001,H,students_age_10_14,10.0
131203001,H,students_age_15_19,10.0
131203001,H,students_age_20_24,12.0
131203001,H,housestay,1.0
131203001,H,reformed,127.0
131203001,H,children_under_10,55.0
131203001,H,undemployed,134.0
131203007,M,worker_1st_sector,0.0
131203007,M,worker_2nd_sector,22.0
131203007,M,worker_3rd_sector,175.0
131203007,M,autonomous_or_employer,20.0
131203007,M,students_age_10_14,11.0
131203007,M,students_age_15_19,8.0
131203007,M,students_age_20_24,6.0
131203007,M,housestay,10.0
131203007,M,reformed,118.0
131203007,M,children_under_10,29.0
131203007,M,undemployed,64.0
131203007,H,worker_1st_sector,1.0
131203007,H,worker_2nd_sector,43.0
131203007,H,worker_3rd_sector,140.0
131203007,H,autonomous_or_employer,20.0
131203007,H,students_age_10_14,7.0
131203007,H,students_age_15_19,11.0
131203007,H,students_age_20_24,9.0
131203007,H,housestay,0.0
131203007,H,reformed,74.0
131203007,H,children_under_10,34.0
131203007,H,undemployed,57.0
131203021,M,worker_1st_sector,0.0
131203021,M,worker_2nd_sector,13.0
131203021,M,worker_3rd_sector,143.0
131203021,M,autonomous_or_employer,31.0
131203021,M,students_age_10_14,6.0
131203021,M,students_age_15_19,7.0
131203021,M,students_age_20_24,11.0
131203021,M,housestay,10.0
131203021,M,reformed,153.0
131203021,M,children_under_10,31.0
131203021,M,undemployed,72.0
131203021,H,worker_1st_sector,0.0
131203021,H,worker_2nd_sector,36.0
131203021,H,worker_3rd_sector,124.0
131203021,H,autonomous_or_employer,24.0
131203021,H,students_age_10_14,6.0
131203021,H,students_age_15_19,6.0
131203021,H,students_age_20_24,7.0
131203021,H,housestay,1.0
131203021,H,reformed,100.0
131203021,H,children_under_10,30.0
131203021,H,undemployed,56.0
131211030,M,worker_1st_sector,1.0
131211030,M,worker_2nd_sector,15.0
131211030,M,worker_3rd_sector,174.0
131211030,M,autonomous_or_employer,65.0
131211030,M,students_age_10_14,15.0
131211030,M,students_age_15_19,16.0
131211030,M,students_age_20_24,13.0
131211030,M,housestay,32.0
131211030,M,reformed,261.0
131211030,M,children_under_10,64.0
131211030,M,undemployed,147.0
131211030,H,worker_1st_sector,0.0
131211030,H,worker_2nd_sector,44.0
131211030,H,worker_3rd_sector,130.0
131211030,H,autonomous_or_employer,52.0
131211030,H,students_age_10_14,13.0
131211030,H,students_age_15_19,10.0
131211030,H,students_age_20_24,9.0
131211030,H,housestay,4.0
131211030,H,reformed,170.0
131211030,H,children_under_10,48.0
131211030,H,undemployed,129.0
131217024,M,worker_1st_sector,1.0
131217024,M,worker_2nd_sector,18.0
131217024,M,worker_3rd_sector,260.0
131217024,M,autonomous_or_employer,28.0
131217024,M,students_age_10_14,14.0
131217024,M,students_age_15_19,24.0
131217024,M,students_age_20_24,14.0
131217024,M,housestay,20.0
131217024,M,reformed,109.0
131217024,M,children_under_10,41.0
131217024,M,undemployed,59.0
131217024,H,worker_1st_sector,0.0
131217024,H,worker_2nd_sector,35.0
131217024,H,worker_3rd_sector,206.0
131217024,H,autonomous_or_employer,18.0
131217024,H,students_age_10_14,12.0
131217024,H,students_age_15_19,15.0
131217024,H,students_age_20_24,18.0
131217024,H,housestay,0.0
131217024,H,reformed,85.0
131217024,H,children_under_10,31.0
131217024,H,undemployed,51.0
131218003,M,worker_1st_sector,0.0
131218003,M,worker_2nd_sector,12.0
131218003,M,worker_3rd_sector,153.0
131218003,M,autonomous_or_employer,29.0
131218003,M,students_age_10_14,8.0
131218003,M,students_age_15_19,6.0
131218003,M,students_age_20_24,20.0
131218003,M,housestay,19.0
131218003,M,reformed,130.0
131218003,M,children_under_10,20.0
131218003,M,undemployed,46.0
131218003,H,worker_1st_sector,2.0
131218003,H,worker_2nd_sector,25.0
131218003,H,worker_3rd_sector,155.0
131218003,H,autonomous_or_employer,16.0
131218003,H,students_age_10_14,7.0
131218003,H,students_age_15_19,11.0
131218003,H,students_age_20_24,14.0
131218003,H,housestay,4.0
131218003,H,reformed,80.0
131218003,H,children_under_10,15.0
131218003,H,undemployed,36.0
131211006,M,worker_1st_sector,1.0
131211006,M,worker_2nd_sector,33.0
131211006,M,worker_3rd_sector,336.0
131211006,M,autonomous_or_employer,39.0
131211006,M,students_age_10_14,19.0
131211006,M,students_age_15_19,21.0
131211006,M,students_age_20_24,21.0
131211006,M,housestay,21.0
131211006,M,reformed,105.0
131211006,M,children_under_10,50.0
131211006,M,undemployed,91.0
131211006,H,worker_1st_sector,1.0
131211006,H,worker_2nd_sector,78.0
131211006,H,worker_3rd_sector,280.0
131211006,H,autonomous_or_employer,23.0
131211006,H,students_age_10_14,18.0
131211006,H,students_age_15_19,15.0
131211006,H,students_age_20_24,18.0
131211006,H,housestay,1.0
131211006,H,reformed,92.0
131211006,H,children_under_10,64.0
131211006,H,undemployed,61.0
131216021,M,worker_1st_sector,0.0
131216021,M,worker_2nd_sector,28.0
131216021,M,worker_3rd_sector,308.0
131216021,M,autonomous_or_employer,21.0
131216021,M,students_age_10_14,19.0
131216021,M,students_age_15_19,23.0
131216021,M,students_age_20_24,18.0
131216021,M,housestay,39.0
131216021,M,reformed,154.0
131216021,M,children_under_10,70.0
131216021,M,undemployed,89.0
131216021,H,worker_1st_sector,2.0
131216021,H,worker_2nd_sector,41.0
131216021,H,worker_3rd_sector,235.0
131216021,H,autonomous_or_employer,22.0
131216021,H,students_age_10_14,16.0
131216021,H,students_age_15_19,19.0
131216021,H,students_age_20_24,27.0
131216021,H,housestay,4.0
131216021,H,reformed,108.0
131216021,H,children_under_10,53.0
131216021,H,undemployed,68.0
131218021,M,worker_1st_sector,2.0
131218021,M,worker_2nd_sector,13.0
131218021,M,worker_3rd_sector,243.0
131218021,M,autonomous_or_employer,16.0
131218021,M,students_age_10_14,7.0
131218021,M,students_age_15_19,8.0
131218021,M,students_age_20_24,13.0
131218021,M,housestay,11.0
131218021,M,reformed,131.0
131218021,M,children_under_10,28.0
131218021,M,undemployed,58.0
131218021,H,worker_1st_sector,2.0
131218021,H,worker_2nd_sector,31.0
131218021,H,worker_3rd_sector,194.0
131218021,H,autonomous_or_employer,13.0
131218021,H,students_age_10_14,13.0
131218021,H,students_age_15_19,19.0
131218021,H,students_age_20_24,32.0
131218021,H,housestay,0.0
131218021,H,reformed,97.0
131218021,H,children_under_10,43.0
131218021,H,undemployed,42.0
131217034,M,worker_1st_sector,2.0
131217034,M,worker_2nd_sector,9.0
131217034,M,worker_3rd_sector,141.0
131217034,M,autonomous_or_employer,20.0
131217034,M,students_age_10_14,3.0
131217034,M,students_age_15_19,5.0
131217034,M,students_age_20_24,10.0
131217034,M,housestay,7.0
131217034,M,reformed,86.0
131217034,M,children_under_10,14.0
131217034,M,undemployed,32.0
131217034,H,worker_1st_sector,0.0
131217034,H,worker_2nd_sector,21.0
131217034,H,worker_3rd_sector,128.0
131217034,H,autonomous_or_employer,16.0
131217034,H,students_age_10_14,2.0
131217034,H,students_age_15_19,10.0
131217034,H,students_age_20_24,8.0
131217034,H,housestay,1.0
131217034,H,reformed,65.0
131217034,H,children_under_10,19.0
131217034,H,undemployed,26.0
131217033,M,worker_1st_sector,0.0
131217033,M,worker_2nd_sector,5.0
131217033,M,worker_3rd_sector,101.0
131217033,M,autonomous_or_employer,14.0
131217033,M,students_age_10_14,2.0
131217033,M,students_age_15_19,2.0
131217033,M,students_age_20_24,5.0
131217033,M,housestay,8.0
131217033,M,reformed,75.0
131217033,M,children_under_10,6.0
131217033,M,undemployed,28.0
131217033,H,worker_1st_sector,0.0
131217033,H,worker_2nd_sector,16.0
131217033,H,worker_3rd_sector,89.0
131217033,H,autonomous_or_employer,9.0
131217033,H,students_age_10_14,1.0
131217033,H,students_age_15_19,4.0
131217033,H,students_age_20_24,5.0
131217033,H,housestay,2.0
131217033,H,reformed,51.0
131217033,H,children_under_10,9.0
131217033,H,undemployed,28.0
131210019,M,worker_1st_sector,0.0
131210019,M,worker_2nd_sector,10.0
131210019,M,worker_3rd_sector,167.0
131210019,M,autonomous_or_employer,29.0
131210019,M,students_age_10_14,7.0
131210019,M,students_age_15_19,4.0
131210019,M,students_age_20_24,13.0
131210019,M,housestay,16.0
131210019,M,reformed,116.0
131210019,M,children_under_10,29.0
131210019,M,undemployed,56.0
131210019,H,worker_1st_sector,1.0
131210019,H,worker_2nd_sector,33.0
131210019,H,worker_3rd_sector,167.0
131210019,H,autonomous_or_employer,21.0
131210019,H,students_age_10_14,9.0
131210019,H,students_age_15_19,5.0
131210019,H,students_age_20_24,11.0
131210019,H,housestay,3.0
131210019,H,reformed,83.0
131210019,H,children_under_10,34.0
131210019,H,undemployed,42.0
131216006,M,worker_1st_sector,0.0
131216006,M,worker_2nd_sector,11.0
131216006,M,worker_3rd_sector,115.0
131216006,M,autonomous_or_employer,29.0
131216006,M,students_age_10_14,6.0
131216006,M,students_age_15_19,6.0
131216006,M,students_age_20_24,4.0
131216006,M,housestay,28.0
131216006,M,reformed,117.0
131216006,M,children_under_10,32.0
131216006,M,undemployed,91.0
131216006,H,worker_1st_sector,3.0
131216006,H,worker_2nd_sector,57.0
131216006,H,worker_3rd_sector,96.0
131216006,H,autonomous_or_employer,23.0
131216006,H,students_age_10_14,7.0
131216006,H,students_age_15_19,10.0
131216006,H,students_age_20_24,9.0
131216006,H,housestay,2.0
131216006,H,reformed,74.0
131216006,H,children_under_10,40.0
131216006,H,undemployed,73.0
131210033,M,worker_1st_sector,1.0
131210033,M,worker_2nd_sector,19.0
131210033,M,worker_3rd_sector,238.0
131210033,M,autonomous_or_employer,60.0
131210033,M,students_age_10_14,8.0
131210033,M,students_age_15_19,14.0
131210033,M,students_age_20_24,14.0
131210033,M,housestay,31.0
131210033,M,reformed,271.0
131210033,M,children_under_10,36.0
131210033,M,undemployed,91.0
131210033,H,worker_1st_sector,2.0
131210033,H,worker_2nd_sector,55.0
131210033,H,worker_3rd_sector,190.0
131210033,H,autonomous_or_employer,57.0
131210033,H,students_age_10_14,8.0
131210033,H,students_age_15_19,13.0
131210033,H,students_age_20_24,20.0
131210033,H,housestay,3.0
131210033,H,reformed,189.0
131210033,H,children_under_10,47.0
131210033,H,undemployed,76.0
131210041,M,worker_1st_sector,3.0
131210041,M,worker_2nd_sector,34.0
131210041,M,worker_3rd_sector,262.0
131210041,M,autonomous_or_employer,23.0
131210041,M,students_age_10_14,12.0
131210041,M,students_age_15_19,7.0
131210041,M,students_age_20_24,15.0
131210041,M,housestay,15.0
131210041,M,reformed,129.0
131210041,M,children_under_10,72.0
131210041,M,undemployed,63.0
131210041,H,worker_1st_sector,1.0
131210041,H,worker_2nd_sector,58.0
131210041,H,worker_3rd_sector,202.0
131210041,H,autonomous_or_employer,21.0
131210041,H,students_age_10_14,8.0
131210041,H,students_age_15_19,16.0
131210041,H,students_age_20_24,17.0
131210041,H,housestay,2.0
131210041,H,reformed,79.0
131210041,H,children_under_10,53.0
131210041,H,undemployed,55.0
131211024,M,worker_1st_sector,0.0
131211024,M,worker_2nd_sector,22.0
131211024,M,worker_3rd_sector,237.0
131211024,M,autonomous_or_employer,15.0
131211024,M,students_age_10_14,21.0
131211024,M,students_age_15_19,19.0
131211024,M,students_age_20_24,19.0
131211024,M,housestay,24.0
131211024,M,reformed,123.0
131211024,M,children_under_10,55.0
131211024,M,undemployed,87.0
131211024,H,worker_1st_sector,0.0
131211024,H,worker_2nd_sector,45.0
131211024,H,worker_3rd_sector,201.0
131211024,H,autonomous_or_employer,14.0
131211024,H,students_age_10_14,20.0
131211024,H,students_age_15_19,25.0
131211024,H,students_age_20_24,27.0
131211024,H,housestay,4.0
131211024,H,reformed,77.0
131211024,H,children_under_10,51.0
131211024,H,undemployed,55.0
131216003,M,worker_1st_sector,2.0
131216003,M,worker_2nd_sector,14.0
131216003,M,worker_3rd_sector,235.0
131216003,M,autonomous_or_employer,22.0
131216003,M,students_age_10_14,11.0
131216003,M,students_age_15_19,10.0
131216003,M,students_age_20_24,13.0
131216003,M,housestay,22.0
131216003,M,reformed,196.0
131216003,M,children_under_10,50.0
131216003,M,undemployed,54.0
131216003,H,worker_1st_sector,2.0
131216003,H,worker_2nd_sector,39.0
131216003,H,worker_3rd_sector,191.0
131216003,H,autonomous_or_employer,21.0
131216003,H,students_age_10_14,10.0
131216003,H,students_age_15_19,17.0
